Time (s),X-Axis (m/s2),Y- Axis (m/s2),Z-Axis (m/s2)
0.0,-0.019877579865175035,0.12522443013194334,-0.026527129288199447
0.002456458,0.03769716407273806,0.14803599418642627,-0.021221703430558847
0.004912968,0.03015773125819045,-0.09979662417219079,-0.08206220161163458
0.007369427,0.027954701609068534,-0.09706562255895929,-0.02927891167993124
0.009825937,-0.03314972497888134,0.027631698091214518,0.10100314018730572
0.012282395,0.13619215625232278,0.11207548224082439,-0.00725290777202936
0.014738854,-0.23752699027295257,0.026489881222652167,0.08799573896792268
0.017195364,-0.13642236574360012,-0.11663468079153158,-0.017658828747537214
0.019651822,0.10717327607577422,-0.030137228142289002,0.02415800169923621
0.022108333,0.16422320376162036,0.05054628676488582,0.06335411132032576
0.024564791,-0.08301834885021604,0.16294953685056834,0.060255127435166145
0.027021302,-0.07981448271863109,-0.10892262688436771,-0.0877082210499136
0.02947776,-0.052366039347588586,-0.12542326157219147,-0.07782420013094615
0.03193427,0.07296265467648541,0.008774100502912718,-0.10245863988991388
0.034390729,0.09665528976635007,0.11421774527278306,0.05777384126189844
0.036847187,-0.07581642036663797,0.02054664056179334,0.13236104078295696
0.039303697,0.04080254324255542,-0.11564650288679273,-0.20230666297910282
0.041760156,-0.0917847445569185,-0.01020409982568482,-0.11590340533445342
0.044216666,0.00888530534809847,0.16794846597380275,0.2556720511230637
0.046673125,0.10282115189080254,0.013760504270131091,0.06479688772462211
0.049129635,-0.15511108400150286,-0.08661875951724474,-0.05918925373631723
0.051586093,0.044365844683057876,-0.004210228351253065,-0.09520754312577218
0.054042604,0.06420654654002732,0.05597380826672094,0.13631641789196003
0.056499062,-0.02903360248012109,0.052436097699802536,0.03056878983114686
0.05895552,-0.059597785237652176,-0.07099236310450124,-0.08274406481477037
0.061412031,0.10737668080073826,-0.09507904458783381,-0.033652832418223255
0.063868489,0.022730823679305963,0.021563921302618083,0.007534368586906481
0.066325,-0.03158605241891714,0.07467887713914037,0.02517040868788456
0.068781458,-0.002297743810152785,0.019543678875008574,0.010565251510854523
0.071237968,0.06707509634658831,-0.043707047847716535,-0.05280420748272263
0.073694427,-0.017167471873639914,0.0148050745743048,0.0017843439747586842
0.076150885,-0.1056183707438937,0.10181418342729665,0.15265428182043195
0.078607395,0.07247447516735148,-0.07360355628855819,-0.10567351057881069
0.081063854,-0.01859074744609395,-0.10291078148943422,-0.13430992662711105
0.083520364,-0.17184176226876102,0.11101144982447436,0.21606203794635803
0.085976822,0.21092156823140845,-0.0030752386008086885,0.03119466209536803
0.088433333,0.03856770202050579,-0.10774438105856443,-0.2009269912709719
0.090889791,-0.09548687732593242,0.040145528135021036,0.013455794678534971
0.09334625,-0.08978930549920419,0.16037171826149588,0.20601915234439083
0.09580276,0.13682268510579412,-0.08992805683306404,-0.16443730263620537
0.098259218,-0.10111024419212862,-0.21168328208678205,-0.1124069282906035
0.100715729,0.08565226642493785,0.16564853681760439,0.17232802792415747
0.103172187,0.23889077661994604,0.12869032775272854,-0.04399258864700073
0.105628697,-0.3601936979407986,-0.14590130206020732,-0.03710828600549121
0.108085156,-0.08907213078458466,-0.08609290882803647,-9.726395465801119E-4
0.110541614,0.2886228142856013,0.10915168154352789,-0.004606541813044984
0.112998125,-0.014126775742296255,0.049036185170125035,0.03842826142261124
0.115454583,-0.1797561388110907,-0.08136932037281111,0.01734310352285462
0.117911093,0.12801974686815015,-0.10146635955180419,0.0043026444393774455
0.120367552,0.01053140648471254,0.03751091213539684,-0.040585594409435544
0.122824062,-0.07963074921952139,0.030008729708317472,-0.09755331439473558
0.12528052,-0.05796182298172673,0.018264207372763602,0.10764078964632162
0.127736979,0.08571435099038156,-0.010273990528028132,0.07845500842604203
0.130193489,-0.036712715346076716,-0.00247641602853213,-0.15163266073963477
0.132649947,0.10845641349279195,0.08990326563756246,0.014606194406338702
0.135106458,-0.012776293420606372,0.0030093196252233,0.11696907417741542
0.137562916,-0.11741948917612516,0.042606878536482345,0.09166104425404242
