Time (s),X-Axis (m/s2),Y- Axis (m/s2),Z-Axis (m/s2)
0.0,0.03525246472357069,0.07059742001761549,0.15780015439809603
0.002456459,0.11625784320591573,0.12921973060027403,-0.10921367286824157
0.004912865,-0.039077534811030365,-0.015308221257085475,0.044712954527671656
0.007369271,-0.1595173236023033,-0.01607507870702335,0.08936991196198107
0.009825678,0.12506821304236695,-0.10857297504829083,-0.16970051208080505
0.012282084,-0.014800915720662708,-0.027516377169980344,0.0939499785189497
0.014738542,-0.09798234272209902,0.02392909749420985,0.04070334829367539
0.017194948,0.07858328715397438,-0.061255567677239525,-0.06889300984162183
0.019651355,-0.04241756790531857,-0.10451794338816003,-0.01682858023657907
0.022107761,0.06943588649310126,0.1920388049078497,0.04396435138690791
0.024564219,0.0459774180607196,-0.09139398287196854,-0.03948443319711359
0.027020625,-0.08190207166125804,-0.03291576346127112,0.04498258283684109
0.029477032,-0.04829333410779976,0.031095117407100054,0.009187055039003411
0.031933438,0.0398499185949934,0.03253314501210583,-0.11133474317582781
0.034389896,-0.06957575062033555,0.15811031346451865,0.17318577601597873
0.036846303,0.0859945048561333,-0.0783373651112586,-0.12561916483174862
0.039302709,0.034338958187551366,-0.07032691933357474,-0.07752398787125792
0.041759115,-0.12949799403655443,0.13899279039983947,0.2021478324080732
0.044215573,0.08591315275344917,-0.07831731715293727,-0.1445630145911192
0.04667198,-0.1188667749292559,-0.06073960287167235,0.08151832001655812
0.049128386,0.14801736196463056,-0.09070535598431909,-0.08409717260003546
0.051584792,-0.040469533041439465,-0.003650991902628631,0.05523431636333065
0.054041198,-0.06683227287556491,0.13873430586983437,0.08247328072738291
0.056497657,0.10924612091520816,-0.09192392033632854,-0.17904701018371938
0.058954063,-0.07148652886120963,-0.018025647022694435,0.04436004810302485
0.061410469,0.030866652808439837,0.16360549098780153,0.12928686660741917
0.063866875,0.007464999025545205,-0.02417052216108323,-0.049711528442580644
0.066323334,-0.07059832984965508,-0.08824971061369324,-0.07996850253922005
0.06877974,0.031577214997915715,-0.02657183203236696,0.010681112275264582
0.071236146,0.08651803167812688,0.049570090030539554,0.02768780363857104
0.073692553,-0.13752545331197846,0.10282657659443895,0.10254880248117004
0.076148959,0.08523396619734867,-0.14744969911263245,-0.16107161475334486
0.078605417,0.03755904386303984,0.050494959299676734,0.014711891546934197
0.081061823,-0.06375140900522738,0.007853571848005558,0.13811076079614182
0.08351823,0.1155393226535299,-0.035830816208576755,-0.18047895117753932
0.085974636,-0.22724965583553486,-0.009522072934512793,0.21932609809117132
0.088431094,0.1838235825596605,-0.13587295410108924,-0.2437613810485466
0.0908875,-0.015653070187699458,0.24543940308036516,0.09787190712405369
0.093343907,-0.17714864323626492,-0.0984442410282921,0.1759247840000242
0.095800313,0.24878972522345755,0.17201242229043395,-0.19234122748748028
0.098256771,-0.11299228865363142,-0.17058562333823085,-0.017960658991936995
0.100713178,0.07997514149778731,0.2310690653686457,0.11197272036504557
0.103169584,-0.10830312199406905,-0.12142605206451951,-0.01762015744819756
0.10562599,0.01289893108993305,-0.041627352405247176,-0.05429540574371394
0.108082396,0.014147661474462614,-0.0026737610249972787,0.05610514879370143
0.110538855,0.10128825890788735,0.07060280960804172,-0.05848578452949127
0.112995261,-0.02233933220093011,0.016282824850129662,0.06998078155609555
0.115451667,-0.16526932962564278,-0.019516135711632132,0.07129910888745528
0.117908073,0.06686737094559154,-0.16875355478855925,-0.18990056274355105
0.120364532,0.03817983220905369,-0.016318844054007187,0.10841890527390952
0.122820938,0.013315542546036285,-0.0417689452917287,-0.04152033842735747
0.125277344,-0.014232919409177744,0.13312531150572227,0.15820981568389492
0.12773375,-0.10135646525565947,-0.13852479547506394,-0.16057127709155594
0.130190209,0.1428830237106946,0.03466378259463454,-0.10931410785488538
0.132646615,-0.17474655620920923,0.048787868879662716,0.23031528476101393
0.135103021,0.14734147339925555,0.1711140925585642,-0.024401794407985733
0.137559428,0.003017689584615929,-0.09090543549065477,-0.1764901244912327
0.140015834,-0.055013585449120925,-0.026782149162329738,0.12297492311209268
0.142472292,0.059359063889891685,0.12597215645596388,-0.018389470690014065
0.144928698,0.05323002564315858,-0.06959125619661805,-0.14870968446216715
0.147385105,-0.20818378565784407,-0.015473582120990703,0.23516967308456316
0.149841511,0.2163045840416264,-0.0889491858261871,-0.17557275762609947
0.152297969,-0.09112395151822478,0.08006702882623296,-0.01603193656962887
0.154754375,-0.11692709767316747,-0.014430947919085668,0.21497138677945316
0.157210782,0.12085523372097835,-0.07854380036941772,-0.19938900996120168
0.159667188,-0.0028572387281733808,-0.1394053604249287,-0.019770454795132508
0.162123594,-0.002285790982538713,0.24261346610036466,0.2004952816717065
0.164580053,0.009656920001749794,-0.09304795144679567,-0.17842747461380704
0.167036459,0.02112534262009033,0.130387254725437,0.029541192916376247
0.169492865,-0.1955823660511369,-0.03925954646226515,0.09637465355185171
0.171949271,0.15747242684216545,-0.019922084382031358,-0.07412708379914434
0.174405678,0.005379678925285694,0.012776202542897852,0.026840300734122025
0.176862136,-0.007181803687087734,-0.056778079999830894,0.00807197203261012
0.179318542,0.019139910496336586,-0.04925097762214864,-0.016513003428599404
0.181774948,-0.12251465439235182,0.06779767085180499,0.009760178311807977
0.184231355,0.03981485927553963,-0.02424644621955699,-0.07067620183297585
0.186687813,0.020366340593115415,-0.08448192431725937,0.0966000602621353
0.189144219,0.022035845888150468,0.024298835164722754,-0.02226142517896257
0.191600625,0.1707693288902384,0.03858164816412685,-0.11160796826817077
0.194057032,-0.2768642822758403,0.0232082912867336,0.2648510460397606
0.19651349,0.08861837875000265,-0.11160291357476962,-0.3049686809904575
