file,start_time,axis,rms,std,peak_to_peak,time_skew,time_kurtosis,band_energy_ratio,dominant_freq,spectral_centroid,peak_count,spectral_kurtosis,cluster,key,chatter_label
5mm325_cleaned.csv,27.99303849,X,1.5689040766287303,1.568899863778403,6.8983786379241465,-0.018542644801995457,-0.6527529827855125,0.9989811370445438,96.0,107.98743810958966,4,125.70193112490239,0,5mm325_cleaned.csv_27.99303849_X,0
5mm325_cleaned.csv,27.99303849,Y,1.114760764561535,1.1147579010814428,5.355212388699672,-0.1375381316538524,-0.8346715519100041,0.9977580390873164,96.0,107.0290749557176,5,99.82553008606395,0,5mm325_cleaned.csv_27.99303849_Y,0
5mm325_cleaned.csv,27.99303849,Z,1.366206016972667,1.3662044935838424,6.898199155193428,0.0119769574975436,-0.16447519658023602,0.9993838791685197,96.0,104.44195683610734,3,105.39399494894926,0,5mm325_cleaned.csv_27.99303849_Z,0
5mm325_cleaned.csv,28.992787448,X,1.2772924922054605,1.2772815774465558,6.769376227009998,0.06031926407560692,-0.04461281040134013,0.9970489091856102,96.0,106.6025881581245,5,58.841476720849,0,5mm325_cleaned.csv_28.992787448_X,0
5mm325_cleaned.csv,28.992787448,Y,0.9140405458957339,0.9140339169898541,4.667514521817866,-0.13204030974047867,-0.377388691928902,0.9964976965960254,96.0,107.91047089436526,6,62.0887366718937,0,5mm325_cleaned.csv_28.992787448_Y,0
5mm325_cleaned.csv,28.992787448,Z,0.9421794997450912,0.9421794863677853,5.4047532353367504,0.04606643376312204,0.678431722583742,0.999306757913076,96.0,109.33151161681376,4,48.495845633479355,0,5mm325_cleaned.csv_28.992787448_Z,0
5mm325_cleaned.csv,29.992536042,X,1.7535366804794217,1.7535358308139781,7.796754408543677,-0.0649437532245076,-0.5391370056573348,0.9995153801577661,96.0,108.31420555344435,4,81.15322078354195,0,5mm325_cleaned.csv_29.992536042_X,0
5mm325_cleaned.csv,29.992536042,Y,1.2252035211826795,1.225203251728088,5.633994604977057,-0.08952171772405712,-0.5139941801554939,0.9990574280281014,96.0,108.0334676784669,4,61.53246760064927,0,5mm325_cleaned.csv_29.992536042_Y,0
5mm325_cleaned.csv,29.992536042,Z,1.5681049838603827,1.5681044889868563,7.761707271866065,-0.06887693681454664,-0.09488249867985088,0.9990323319867387,96.0,106.3414464150717,4,77.22230682951034,0,5mm325_cleaned.csv_29.992536042_Z,0
5mm325_cleaned.csv,30.992284427,X,1.4542509929581247,1.454247505381449,6.857176503047135,-0.02887338802281306,-0.4366015505070133,0.9989314558051606,96.0,108.3882231589967,4,94.50249533922404,0,5mm325_cleaned.csv_30.992284427_X,0
5mm325_cleaned.csv,30.992284427,Y,0.9967369824353441,0.9967328311345552,4.3098167330384545,-0.1521906381125058,-0.6862738047282604,0.9971540224588443,96.0,109.0529204928196,6,65.97357046327805,0,5mm325_cleaned.csv_30.992284427_Y,0
5mm325_cleaned.csv,30.992284427,Z,1.169218882557056,1.1692142700981438,6.446158521183635,0.03281277006085109,0.08612608513548725,0.9986476654698452,96.0,104.38038900622556,4,82.50360869338729,0,5mm325_cleaned.csv_30.992284427_Z,0
5mm325_cleaned.csv,31.992032709,X,1.4955608768150828,1.4955603193516294,7.450311143201568,0.0002706860812766029,-0.16904728091515153,0.9996161225838727,96.0,108.21053504757425,4,90.12818418836551,0,5mm325_cleaned.csv_31.992032709_X,0
5mm325_cleaned.csv,31.992032709,Y,1.0167184763220245,1.0167174731415467,4.723936084906246,-0.13516191950805864,-0.40014758821038443,0.9961554248433593,96.0,110.69567265807335,6,70.87939856820475,0,5mm325_cleaned.csv_31.992032709_Y,0
5mm325_cleaned.csv,31.992032709,Z,1.1730084968631287,1.173008492742787,6.110335121324665,0.019962524601930216,-0.002494103468607456,0.9997759172671875,96.0,109.34829266927981,5,83.77127228486681,0,5mm325_cleaned.csv_31.992032709_Z,0
5mm325_cleaned.csv,32.991780573,X,1.4891607672862972,1.4891587662521313,7.531444699359686,0.009083632559868302,-0.19250381681457585,0.9992164222493938,96.0,108.07336016601147,4,79.45046279729989,0,5mm325_cleaned.csv_32.991780573_X,0
5mm325_cleaned.csv,32.991780573,Y,1.0388803422725743,1.03887940968974,5.484236714145024,-0.1177041118601459,-0.2738876444207241,0.9974263989085526,96.0,108.43931965397329,7,56.54940542833153,0,5mm325_cleaned.csv_32.991780573_Y,0
5mm325_cleaned.csv,32.991780573,Z,1.2204981079885129,1.220496456695943,6.883236820444955,0.008413253461680188,0.24548879849008465,0.9992069801823782,96.0,104.40830668915886,4,69.07857714194027,0,5mm325_cleaned.csv_32.991780573_Z,0
5mm325_cleaned.csv,33.991528125,X,1.41824632049479,1.418244673049794,7.031194390066917,-0.008551273255582406,-0.20013567335369586,0.9990460720448672,96.0,109.41675442056376,6,81.8805616435576,0,5mm325_cleaned.csv_33.991528125_X,0
5mm325_cleaned.csv,33.991528125,Y,0.9960956621094382,0.996091692830069,5.038371916123839,-0.13344864736191678,-0.4046069135527355,0.996520144995166,96.0,109.62869978094875,8,64.84406908224344,0,5mm325_cleaned.csv_33.991528125_Y,0
